Index,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
91,420.7095912,9.226618665,55.29428327,3.355164642,0
92,291.1048366,19.27005426,93.13800948,3.172789769,0
93,588.3196505,16.14573205,59.12445085,2.019042018,0
94,551.1433372,9.387781276,55.95800559,3.651865808,0
95,548.0727613,15.83633021,41.26364788,5.359460295,0
96,333.0507859,10.66179894,90.29777033,4.764508265,0
97,441.3311375,14.86026268,88.28734556,5.066786272,0
98,418.4332899,13.64314709,63.73373237,3.710053126,0
99,426.9943932,10.2142746,62.43092616,3.108769988,0
100,349.5189104,13.47852645,54.47483954,3.763905903,0
101,494.1584341,18.14537425,73.71552202,4.880875156,0
102,474.2404823,21.84591625,52.37220111,5.083014142,0
103,590.7487872,17.69511436,103.1504626,3.995973787,0
104,468.0802666,13.17076321,49.52376998,4.76520537,0
105,435.0008983,17.08424565,62.42163706,3.875556805,0
106,463.3988471,11.62301916,69.61584964,3.398592587,0
107,344.3033625,7.935467758,78.10854982,5.525726338,0
108,245.859632,14.63688226,73.42463246,3.977362364,0
109,463.6472774,17.20956506,48.78311166,3.962478314,0
110,353.7401,14.17176257,7.080794504,5.23998187,0
111,445.3741474,6.063461913,63.12804403,4.238589203,0
112,339.4113267,17.48584425,60.48388466,3.724836704,0
113,353.9129274,18.20833967,82.38787399,2.798600948,0
114,373.0501016,16.82661946,74.08607997,3.90235259,0
115,263.7719135,13.4452252,67.0555584,5.629015636,0
116,290.4238384,17.14990713,82.0251158,4.597165512,0
117,403.0418101,16.13112429,61.11114634,3.425763242,0
118,489.8516004,13.3659062,7.080794504,3.14915751,0
119,442.5457745,14.66691724,7.080794504,6.204846359,0
120,342.1963466,18.40384583,81.19341217,3.827650072,0
121,468.9450148,18.60138073,49.56196889,4.664350321,0
122,274.6605966,9.5785846,72.37690878,4.197595209,0
123,505.7093717,16.23774577,57.03778017,2.880785347,0
124,432.28527,16.26629669,73.14946432,3.772886607,0
125,382.9515048,6.580401551,59.57603991,3.285077052,0
126,465.2166206,13.22103363,84.19860653,5.052736766,0
127,363.1685384,11.54266178,67.72070438,4.412589537,0
128,504.0505391,15.03504691,110.7392993,3.809841654,0
129,481.7719343,16.53518593,46.20574791,3.548775589,0
130,437.9090052,15.26474235,64.2039637,3.812952926,0
131,500.6373262,18.31249854,63.19330599,3.244948477,0
132,439.6480512,18.38071193,55.50746847,2.612248953,0
133,473.6624528,11.7283382,23.8170199,3.5521295,0
134,360.0604774,20.09841289,41.86595951,4.201580906,0
135,448.2425267,19.37009087,60.93948098,4.508705098,0
136,327.2702387,12.30901596,69.03845387,3.467336915,0
137,397.0214276,15.93626168,81.3907585,3.362537135,0
138,433.3816667,14.13906591,63.54899266,3.762719837,0
139,525.5987875,16.142284,66.23143554,4.289395484,0
140,672.5569992,20.18405147,54.96128525,3.568991708,0
141,566.339294,11.3188066,7.080794504,3.679795035,0
142,373.4272355,12.60638165,58.75220132,3.027449578,0
143,469.4869612,15.99341035,86.16729829,4.157656628,0
144,386.4133315,18.03523754,53.90817735,3.421766849,0
145,533.7958508,14.68753934,60.48503329,3.549298841,0
146,490.9097122,17.32294643,71.96926138,4.417559791,0
147,353.1964755,15.04708691,52.64545853,4.636556195,0
148,417.1670729,16.67018392,89.99757422,4.920091158,0
149,368.8154286,15.14034849,98.65664588,3.203257896,0
150,420.5341718,10.53939227,100.242706,2.927066767,0
151,313.7019343,11.704789,85.68830345,4.688959065,0
152,254.3932756,9.847655276,73.74971647,4.575931872,0
153,587.3950117,12.40136807,62.02818652,4.418638132,0
154,434.6554586,8.663293701,67.30404028,3.692250861,0
155,356.4591369,9.614106025,61.12264363,2.124759352,0
156,395.3417753,14.90308047,67.12516778,4.444350199,0
157,399.2713589,11.87679667,61.88663599,3.463172548,0
158,477.3433686,13.80171218,7.080794504,3.771944146,0
159,472.2589937,14.39986002,36.57803789,3.720636904,0
160,438.8657751,16.62465362,64.94900818,3.777737414,0
161,380.1972,10.85928728,75.85706782,4.601860959,0
162,481.1956735,14.27409228,62.71819917,4.334615732,0
163,415.0087369,16.43584291,50.69392671,4.633823862,0
164,416.5889058,14.07922835,62.76552953,2.678910713,0
165,415.6072778,16.7616247,68.93722695,3.696119712,0
166,515.386742,13.51607813,40.51417236,4.353238589,0
167,309.9832868,17.66508338,68.66492348,5.263101572,0
168,482.3300548,12.33777643,70.58060723,4.102529482,0
169,487.9083272,11.94347658,90.61935439,2.905788134,0
170,399.4836212,16.06566794,79.95451096,3.954715283,0
171,332.7375865,9.745282009,77.52994451,3.310858508,0
172,344.7679244,14.44223828,72.69624049,3.706601792,0
173,277.9700697,16.69821637,81.42717402,4.219967522,0
174,507.4454883,15.52665845,85.0095059,4.588784657,0
175,434.7812671,17.29929446,63.04250092,4.384565156,0
176,579.2203941,13.4863791,62.6502355,3.556297467,0
177,251.0208987,12.80458815,48.65189043,3.665521764,0
178,484.1229389,11.482687,65.30441362,3.82359504,0
179,341.3885767,9.300117278,79.55361207,4.615886181,0
180,358.7817362,15.05431287,56.83960203,3.659484625,0
181,475.3413507,12.32123216,52.43761714,4.850433708,0
182,580.8977004,12.29380305,55.31001941,2.880721846,0
183,289.5424601,18.54590296,62.00157128,5.22054027,0
184,538.4954044,12.03404227,67.90725801,4.032259504,0
185,259.6368031,15.62561667,7.080794504,2.768238928,0
186,435.5004571,11.38593727,80.67031136,3.686001324,0
187,512.2773101,16.91214158,72.46576277,3.67043101,0
188,272.4405583,13.79526446,87.82258511,5.198985504,0
189,327.2480786,19.40914656,85.78510284,4.194313129,0
190,371.216973,9.039042454,76.28807631,4.172935335,0
191,387.6295723,16.57598077,51.83094808,3.377337638,0
192,419.2584481,16.02424609,64.67891377,4.408513182,0
193,499.8441671,13.0768589,82.8375829,4.205809732,0
194,427.4959312,20.39378167,38.6049369,2.718397734,0
195,336.8314548,17.74599613,71.70430486,2.951644715,0
196,424.2928308,19.18844138,70.0705141,3.355489791,0
197,469.4130904,13.28155615,76.9927158,4.726845017,0
198,306.872526,13.97480047,87.27337543,2.095914087,0
199,445.2414569,18.57592068,86.43365536,4.460200984,0
200,327.786642,13.32598708,39.55424883,5.428674072,0
201,448.8460364,8.816486899,7.080794504,4.600927569,0
202,493.4654399,12.98710649,87.02941032,3.629749331,0
203,395.2610634,13.24613956,58.92772621,3.377132289,0
204,316.5358711,11.76830935,25.52526693,4.153347001,0
205,399.4773578,15.36588356,83.92316815,3.681324244,0
206,407.7322172,16.42004096,63.01601758,4.2369473,0
207,425.627814,13.74926131,56.63581132,3.70085384,0
208,517.5128415,18.85851888,65.36345158,4.182277582,0
209,324.5098409,12.6965448,97.11286019,4.592073571,0
210,465.6164808,14.83810023,77.82273707,4.689315048,0
211,382.197839,9.500295529,86.9901344,3.659974812,0
212,497.7903905,15.01303033,61.11551322,4.165723664,0
213,363.5063443,10.7401459,49.5743083,3.462763987,0
214,288.3651931,13.30669203,35.82455649,2.758658531,0
215,358.8887676,12.20710849,71.11989017,3.87385335,0
216,400.9043497,12.99301224,63.90228825,3.416539753,0
217,543.3917436,17.91652637,84.57886851,5.303581361,0
218,514.421722,14.5297793,60.55969904,3.450745892,0
219,474.772519,14.68397047,52.57886002,4.006991559,0
220,462.4024491,13.93214538,53.18591655,4.358298341,0
221,374.7703158,14.03826326,74.2992498,3.539771111,0
222,595.3292635,18.75613937,63.04277916,2.148611536,0
223,405.9001841,13.55036657,59.46266898,4.703803489,0
224,366.4917287,15.68940449,55.69739952,4.904837415,0
225,513.8775793,18.27241832,61.42518695,4.35219347,0
226,588.8527329,13.579996,86.19163513,4.754072499,0
227,434.7477154,23.39951606,94.1603073,3.887680685,0
228,469.8356255,15.83176344,61.8020951,3.778606788,0
229,415.2117346,11.50450612,92.97576168,3.313199022,0
230,523.6001756,20.23252348,7.080794504,3.095233157,0
231,429.544773,17.72972404,56.34768853,3.268324836,0
232,470.0787053,16.08284748,65.99571677,4.766943236,0
233,410.2432475,15.91450007,65.02122897,2.915165951,0
234,291.1484489,17.47063098,75.10180148,3.316157657,0
235,414.030709,10.99941608,47.40266587,5.190851805,0
236,428.5532485,16.02250323,64.8727034,4.656377233,0
237,439.624998,9.348252155,83.1632417,3.724089564,0
238,522.79373,17.11527603,65.31127723,3.727663719,0
239,411.2950246,16.58457144,66.72840154,3.917586695,0
240,503.1706154,11.28641004,99.01600307,4.034349047,0
241,351.1860809,16.80039961,68.48548029,4.033773709,0
242,469.7613277,14.21576467,66.07797804,4.41111744,0
243,347.9830783,16.34071505,32.10829248,3.097277957,0
244,491.7653132,10.54688624,74.502808,4.501457204,0
245,409.2207765,10.21377929,18.40001219,3.605154199,0
246,370.1781664,9.182833652,93.90048587,3.437450134,0
247,425.2268617,10.84773685,7.080794504,3.700945733,0
248,351.4768394,15.12933449,79.2610265,4.201662864,0
249,385.1146477,13.88883433,79.30243573,5.162729749,0
250,592.659021,8.606396747,77.57745951,3.875165247,1
251,451.143481,14.77086294,73.77802565,3.985250506,1
252,475.5735624,12.92410682,50.86191298,2.747312999,1
253,376.4565931,11.43246635,73.77727503,3.8549399,1
254,315.5499,14.53351004,74.40561603,3.939895657,1
255,416.6241889,10.46423858,85.85276861,2.437296288,1
256,358.7258688,18.70927337,60.91142039,4.052135728,1
257,277.3845373,11.36686342,66.62394365,5.217895024,1
258,512.4287308,14.16893351,59.45443977,2.764633881,1
259,417.8435527,13.1472795,62.50564153,3.53559633,1
260,297.61154,15.57157096,70.56027461,3.404632906,1
261,481.4808283,15.5172963,77.6933736,4.375223811,1
262,497.3217528,16.56316651,79.3236784,3.611860372,1
263,500.2459518,12.08389565,7.080794504,4.10692449,1
264,401.6697906,11.76614643,73.19192051,4.437695749,1
265,359.5690815,14.82874304,83.85633634,3.368757217,1
266,388.7165795,17.78000011,83.50540623,3.859800939,1
267,346.5532064,11.36870244,43.19518163,1.943318777,1
268,539.4668769,12.99414,56.40970792,4.726702454,1
269,463.389256,17.85447002,83.17518934,3.65213447,1
270,439.6493286,17.28504169,59.55632952,5.328712788,1
271,373.3456926,17.41168255,56.79928677,5.062297798,1
272,479.5012786,9.983462392,66.66857615,4.612963629,1
273,468.5628288,16.16409127,71.14666068,3.762741072,1
274,629.2812475,13.50768846,42.34016996,3.772919265,1
275,392.4214958,10.50481955,55.08466785,4.427137926,1
276,353.0303803,18.95953438,30.38909611,3.485577388,1
277,360.1791773,12.24734356,67.15475113,5.091357101,1
278,392.7040818,12.71635014,52.24697244,4.661798516,1
279,563.4347751,16.46083688,73.51665351,4.104863275,1
280,427.1239484,11.85322809,78.71146943,2.945418738,1
281,391.0688736,13.74705768,61.05821029,4.97605516,1
282,374.4853324,19.93748613,7.080794504,4.563183171,1
283,365.7202915,17.97556384,77.35985434,4.201849441,1
284,327.623881,16.11711046,107.7540426,4.698007916,1
285,341.2911163,12.99059199,60.10996798,3.734001387,1
286,372.5352428,17.89572372,77.45788496,3.833159746,1
287,574.5550413,16.96330978,36.7676707,4.746381859,1
288,477.1639068,14.36963009,78.17306259,4.687986155,1
289,495.9669861,13.63397438,65.60484125,4.182057148,1
290,608.8468563,10.80631311,83.70223599,3.258858945,1
291,516.2840829,17.01078491,58.24173419,4.28894682,1
292,475.9091299,12.6146689,66.61298363,3.424701921,1
293,389.4059776,14.5601358,76.45781594,3.466645288,1
294,390.6572261,15.03031511,63.125617,4.927218272,1
295,416.2388206,12.77701399,106.0372225,3.260906853,1
296,323.2989152,16.40615622,69.15760946,3.418610803,1
297,509.4068215,16.69147057,84.10773756,4.109590274,1
298,454.5202956,6.37407026,103.3730053,4.506539591,1
299,321.7483389,9.751086325,72.73442314,3.682919645,1
300,291.3537014,11.59002511,72.5085229,4.081701398,1
301,442.7680497,13.37614863,92.17616984,5.133477823,1
302,554.1205362,14.25464074,54.43670238,3.633213756,1
303,417.6312019,8.630090798,72.92328888,3.807920062,1
304,415.6294838,11.94991382,69.31487958,4.15558319,1
305,466.0443992,18.0153855,87.16363085,4.184783372,1
306,468.5913885,10.49058864,89.68619627,4.978820188,1
307,420.2912301,11.11927378,65.2295512,5.412090885,1
308,498.665928,19.60042881,55.40111272,5.163088154,1
309,557.4860613,13.19534068,75.23322131,3.807562606,1
310,485.6472319,14.70501353,52.16423594,4.124780678,1
311,385.6143207,17.05271326,89.62355084,4.168526118,1
312,375.7807164,19.7625765,86.69845685,3.497577391,1
313,331.5701387,15.30607892,59.60581211,5.50742094,1
314,435.1080173,16.29361407,81.69010445,4.466912564,1
315,510.4144025,10.65093547,40.99280881,4.471842,1
316,294.6365314,17.18676578,72.56837619,3.532958335,1
317,410.8561139,14.32688885,53.12125964,3.309580397,1
318,489.7034439,14.38960913,46.46398161,2.346578095,1
319,379.7251816,10.89992641,54.58073576,4.888061137,1
320,290.8894718,8.942072174,67.58734608,5.922581692,1
321,439.9444081,18.44079003,60.14584226,3.982867293,1
322,507.1786883,18.27243924,85.17766213,4.107267203,1
323,369.5555133,15.64005334,51.1503444,2.285987849,1
324,326.1153502,10.38517245,64.6625007,4.589983508,1
325,430.4872957,19.39632945,72.07558551,2.664832796,1
326,426.2311291,17.98595656,55.69489291,3.31462973,1
327,335.1976082,14.34767609,50.64244747,5.145152871,1
328,378.0855456,13.12769368,72.08900098,3.990437572,1
329,401.1408786,14.25268374,64.29129182,4.268227482,1
330,384.308673,6.748091938,8.175876384,4.063170289,1
331,463.7417162,16.90014798,61.34983192,4.135745329,1
332,551.4762022,12.81872967,79.77991108,4.173330283,1
333,412.7094234,5.315286537,76.02449072,4.971907099,1
334,559.8178471,13.65395987,77.91771954,2.969136099,1
335,388.467266,11.88716125,69.27397869,3.736228471,1
336,278.6390387,13.56538738,83.27489472,3.870156921,1
337,309.2546197,19.05698492,72.68935432,5.260014766,1
338,469.795375,13.49640431,60.04586666,4.178478951,1
339,440.2834456,13.33676961,80.24323689,3.630536578,1
340,558.8155667,12.25408076,69.77221027,4.396604556,1
341,487.9972616,11.34630175,68.84386557,3.779554492,1
342,695.369528,13.13835315,89.80101069,3.660922908,1
343,447.0280768,12.73604425,39.92752082,3.205128767,1
344,383.2077748,22.51787047,81.62623215,4.422269233,1
345,492.4115244,12.90422086,48.48147718,4.197919055,1
346,330.067379,11.29318661,70.66553966,4.163328982,1
347,514.7629185,10.16030276,71.09999884,3.96599397,1
348,498.6508327,12.28782443,52.02874105,3.776040837,1
349,497.0192345,11.41701861,46.21319792,3.756391707,1
350,425.7520176,12.18263888,112.622733,4.525236731,1
351,479.7919747,12.07044433,77.67133749,4.014681858,1
352,409.4509977,12.39770353,63.35914373,4.168541279,1
353,328.4331103,9.142523494,42.75321531,3.634844542,1
354,521.1405236,14.2351542,42.08035327,3.663252222,1
355,502.9910878,13.86648723,96.81811277,3.731936503,1
356,543.5287986,15.25402122,107.189584,4.165432286,1
357,441.5295473,16.3893839,7.080794504,2.511810493,1
358,356.8622871,8.073420571,77.38813808,3.937188442,1
359,518.3755726,17.12096224,56.71102421,4.262065437,1
360,350.1780398,13.45108878,7.080794504,3.642778438,1
361,402.593602,12.43973968,29.46842812,3.39586624,1
362,349.1860855,9.55173234,68.41085133,4.545340927,1
363,607.0265423,18.2100315,62.51146711,3.0209959,1
364,429.8278189,17.27466256,61.24578836,3.153809337,1
365,444.8543208,11.78479884,89.01097412,2.896852186,1
366,401.204271,16.54292133,87.81480026,3.04504857,1
367,265.2511986,13.57022302,93.16646544,4.497528597,1
368,459.8765496,14.78229043,93.91470179,2.729104523,1
369,395.4070038,14.18239607,39.80290707,4.105495485,1
370,351.1612132,15.01924062,35.17866216,5.050683115,1
371,406.8063023,11.53998664,48.17335938,4.177139266,1
372,307.6913606,18.19693095,93.59424603,2.653126688,1
373,440.938978,22.50467944,62.00704373,3.480640837,1
374,532.3366593,20.29627439,20.33775264,3.827920867,1
375,604.6312629,17.74122824,65.11697561,4.840562301,1
376,446.4507253,11.85691442,82.44550327,3.179884727,1
377,390.955033,14.84495478,26.50548404,4.728123985,1
378,314.9650897,11.25177781,88.65747732,3.103089844,1
379,458.6772315,12.53868069,50.85247034,3.486646409,1
380,386.6228625,11.31229362,67.9161827,4.564188355,1
381,296.074382,15.08869952,74.07592557,4.404040365,1
382,465.5592858,8.006207774,59.96433443,6.494249467,1
383,327.4756504,14.85798109,7.080794504,4.897372508,1
384,369.5912891,12.32260382,68.50585165,2.568079877,1
385,517.9357855,18.46401541,49.37131866,3.672975983,1
386,384.6848754,9.085278555,75.43963293,3.601735481,1
387,503.6640851,19.58549658,7.080794504,3.451740047,1
388,473.7513016,17.41690264,84.0247864,3.622195522,1
389,358.04413,16.62938444,7.080794504,3.774256121,1
390,393.8896156,10.24723219,82.72191192,2.31815248,1
391,402.0199449,15.63945476,37.38945162,3.215219463,1
392,347.353336,15.98941896,61.15657454,2.227727884,1
393,358.7176769,10.52016145,57.24411099,4.333636278,1
394,333.6237939,16.51623165,67.25047267,3.802116117,1
395,520.1113582,12.85423898,66.81417649,4.025762216,1
396,588.5667127,15.19701462,62.82285018,5.652222113,1
397,529.0525353,13.53940958,38.34673828,3.603325615,1
398,347.9574985,15.37009758,85.9203502,4.003819012,1
399,421.4853341,7.496410136,67.6247666,4.043334781,1
400,380.2401927,5.567692791,68.44186536,4.213405262,1
401,348.0414889,17.35807147,7.080794504,3.519884366,1
402,424.461152,15.28426758,60.8221347,3.896090487,1
403,369.9693333,14.89609216,66.67465815,5.661104287,1
404,431.3047161,20.69619806,59.97292857,4.388551012,1
405,557.4218785,14.47165033,74.04385963,4.120931424,1
406,411.1144853,17.76964143,78.81743621,3.15633142,1
407,403.189913,15.06704165,72.75681246,3.218709224,1
408,352.3536228,16.92441864,33.05188771,4.498684931,1
409,593.3962245,12.07920712,58.36350654,4.366031351,1
410,313.8787713,13.42012608,56.97484976,4.407566169,0
411,418.4535907,18.68421531,67.71245963,5.110414149,0
412,367.9979774,20.16073442,53.00772316,4.823082014,0
413,498.1423861,9.657360417,53.50852267,3.323069564,0
414,552.3087055,10.33998559,57.82061113,5.235111121,0
415,557.4956847,16.51972223,61.07738287,3.663922184,0
416,567.0272739,15.96353978,73.02260527,4.012517558,0
417,482.8424352,11.36042703,85.8291128,4.051733473,0
418,308.7297975,12.17894044,7.080794504,4.364066935,0
419,449.1471915,12.00154741,63.42797864,3.902837834,0
420,517.4321968,23.37326504,51.79709968,2.637364885,0
421,532.5727848,18.26368767,90.90808097,4.527364378,0
422,484.5857912,13.43350592,67.40138415,2.722908161,0
423,386.0553312,11.26512723,67.27220668,4.069358772,0
424,535.3023515,15.8950482,33.37071268,4.825792283,0
425,370.27088,14.3753683,73.75695721,3.145842903,0
426,441.0026117,10.78050121,89.00549198,5.454487652,0
427,442.3374864,19.62602199,66.81658139,4.218831154,0
428,394.1809845,11.29178773,81.98915623,4.496626599,0
429,530.2214099,13.67547972,70.43496194,3.44672846,0
430,423.4208384,15.37154969,75.44558913,3.60090567,0
431,325.3877076,14.03355283,60.57108128,3.832597167,0
432,444.6785788,16.11543236,43.1420164,5.048833995,0
433,519.0316251,14.48221298,55.62849905,2.977359946,0
434,469.983324,13.14249297,83.27965821,3.476213304,0
435,435.783775,10.65887825,62.08358884,5.142471132,0
436,437.7279153,15.96749019,54.9303173,4.144998518,0
437,485.6972741,13.2043938,62.29769896,2.850183766,0
438,549.4149828,16.50157842,7.080794504,4.315898406,0
439,352.456041,14.1541096,65.2346293,5.120887965,0
440,534.1302716,19.89002532,54.37395592,5.14411422,0
441,422.8175562,7.091298157,83.69015567,3.361088407,0
442,350.0049779,12.49050929,49.85296456,4.689842818,0
443,374.0728447,8.811986112,72.79979791,3.422470521,0
444,397.3996598,14.89756316,50.92043606,3.031364369,0
445,325.5375394,16.78830607,58.96122018,4.410697353,0
446,498.9319114,14.56216135,66.70162143,4.956358408,0
447,422.039495,16.12897565,77.79653007,4.567087634,0
448,589.5522114,14.85222533,39.52938651,3.611057441,0
449,380.4599178,9.633631144,41.95193959,3.696640141,0
450,532.8851961,11.07834122,42.17282405,4.093097749,0
451,430.8368251,12.26349197,76.33424712,3.15994937,0
452,381.3573499,15.39645507,88.29846498,3.993409764,0
453,306.3559039,14.17100954,64.13652848,4.063613621,0
454,341.7601979,14.69290181,78.70893662,2.544733701,0
455,445.037456,19.923704,87.06613098,3.357439471,0
456,481.3070516,10.63974342,74.55724056,4.181050753,0
457,534.8009878,14.21379446,82.94581671,3.7829719,0
458,517.4274709,13.96342114,42.38866132,2.283475159,0
459,419.788898,17.92939462,33.6415395,4.192932215,0
460,358.0562635,12.06531693,83.32991786,3.878447314,0
461,415.5775127,16.22104374,90.18420845,3.354322267,0
462,361.9016284,21.27809453,7.080794504,2.752134121,0
463,389.6832344,13.20542545,60.29134211,2.856175487,0
464,326.0262267,8.138227491,46.08726016,2.956748075,0
465,365.0915872,11.78877657,65.9445663,3.946989523,0
466,444.1166326,15.83056478,49.06797746,4.53159367,0
467,399.6054465,11.82173628,58.2222934,4.482459764,0
468,456.3084539,16.34683848,46.69694092,4.649382034,0
469,492.2064736,12.81273221,72.28192022,3.407349428,0
470,447.9877914,12.93630433,59.8336193,4.702310753,0
471,370.7714128,11.98640181,50.32283042,5.206480177,0
472,471.3686946,16.47783972,68.00050835,3.374326523,0
473,436.9917521,12.90518865,67.64855612,3.940000423,0
474,329.7408617,12.27571332,38.75679772,5.128346524,0
475,399.1317179,22.84652911,35.24367839,4.105178268,0
476,377.6820972,17.74094364,37.71387806,4.939109441,0
477,256.3025585,15.00025984,7.080794504,2.339572736,0
478,496.1051876,15.74435294,73.18747547,4.671557881,0
479,459.0835568,13.37094975,84.58424964,4.382161619,0
480,403.3605959,12.87934115,74.13478782,4.795025555,0
481,434.7197472,18.00670264,59.97215953,4.587086719,0
482,518.043369,10.63879836,63.15748919,3.861956077,0
483,379.222873,14.97934763,73.42542759,3.096163272,0
484,494.1291249,19.11602216,60.26476691,3.841221574,0
485,444.4534957,17.47278848,66.54219804,4.543685761,0
486,441.2980876,17.85305375,74.5865113,4.97857536,0
487,529.7465288,17.97327721,84.69636557,4.978556095,0
488,511.1615111,11.85608904,66.04841335,4.604404561,0
489,409.4793779,15.19604513,31.94183121,3.268693507,0
490,412.9967634,11.96510684,62.52033323,2.840910756,0
491,530.7996675,11.89939783,68.14144557,2.355934229,0
492,350.8943618,19.33423211,86.67732849,6.739,0
493,480.0130563,12.72542758,65.55070439,5.265728858,0
494,457.8115556,7.477315033,60.23847784,4.514981624,0
495,334.9373022,9.237117976,38.10391717,5.45860969,0
496,543.3479764,8.828688919,60.20638097,4.247240149,0
497,400.7061608,12.5604462,51.64377993,3.242849929,0
498,566.7547238,11.97427024,60.73672331,6.032994877,0
499,417.2873151,14.5570684,57.73465248,3.888235227,0
