Index,ph,Hardness,Solids,Chloramines,Sulfate
227,7.083779061,112.820254,8580.245561,4.210284081,234.8526993
228,7.682872498,180.7013755,12105.72193,5.396716118,296.2388769
229,7.080794504,133.8131148,18272.50597,5.911870512,7.080794504
230,6.419772474,208.7602476,30759.68144,7.767863487,7.080794504
231,4.443238899,178.9562058,25008.53225,4.948814509,298.576676
232,6.978664262,183.2427962,23114.44608,6.500825402,323.1557769
233,6.623613566,203.0301413,17167.3013,6.049600899,311.7262883
234,3.664710562,201.0973162,28102.75663,5.682035302,330.0235306
235,4.814135621,205.2140411,17650.40505,8.121080147,350.4879387
236,5.779673705,199.5860803,24160.35432,9.458128324,7.080794504
237,6.937818783,177.5781419,12626.19792,7.380882984,7.080794504
238,7.436782609,208.094004,28544.61629,6.500052537,339.0238982
239,4.723312573,252.274895,22833.19204,5.922450614,378.5603036
240,9.380658051,265.0612161,15156.78983,4.271544671,333.3344693
241,7.810144933,187.3150477,20418.88993,7.214895724,325.2288808
242,9.436637164,143.7884118,20724.93036,7.700100188,7.080794504
243,9.406325753,216.7621587,27948.58945,6.156110794,355.4730347
244,6.321259315,207.2577096,8532.139517,5.987876584,286.4892804
245,7.080794504,217.369746,17984.32744,8.594162885,7.080794504
246,4.705356496,103.173587,19555.76505,6.76729799,7.080794504
247,8.896418988,222.2562929,8870.902966,6.011342433,332.0026304
248,6.581878202,272.9827447,37169.4444,8.114731015,416.0834805
249,6.755145902,231.2601313,18536.69865,8.757133179,342.5480142
250,9.445129838,145.8054024,13168.52916,9.444471086,310.5833739
251,9.024845037,128.0966912,19859.67648,8.016422649,300.150377
252,7.080794504,169.974849,23403.6373,8.519729851,7.080794504
253,6.80011909,242.0080815,39143.40333,9.501694588,187.1707144
254,7.174135163,203.4089346,20401.10246,7.681806287,287.0856791
255,7.657991237,236.9608892,14245.78912,6.289064859,373.1653628
256,8.322986672,207.2524622,28049.64628,8.827061283,297.8130845
257,5.934279093,223.8581252,23249.65383,4.602849948,7.080794504
258,9.802720782,98.77164353,27357.45674,9.218150393,323.1990765
259,6.101955231,215.2680896,15976.92623,8.857160044,308.4826954
260,4.997770601,280.0824107,26849.19474,6.130756542,374.2329606
261,4.815766791,217.6870932,16392.13507,7.461170474,278.7422964
262,6.548020558,278.5851052,25508.38695,6.749377795,366.871502
263,13.17540172,47.432,19237.94968,8.907019729,375.1473148
264,6.618010906,233.6616359,19598.86074,4.701049346,432.556385
265,7.788054733,212.6914573,29879.06015,6.998961533,360.668259
266,5.191834327,211.0941848,14866.10386,7.238691301,323.1092851
267,5.626339528,230.8579828,14442.41888,5.210368684,7.080794504
268,6.869638941,251.2934475,21728.8213,8.803174745,279.7768565
269,9.058628424,155.3575571,15737.46894,7.251978855,343.233977
270,7.291888325,127.5442971,27784.04848,9.754475933,247.3354119
271,7.275908774,175.2203765,22644.76635,7.886854527,293.3098537
272,6.512737124,229.263861,22475.04687,12.58002649,192.0335917
273,7.207886781,175.8702941,35804.29261,8.066059052,320.1021726
274,7.080794504,156.5206348,16146.15711,6.629599183,352.3534309
275,5.324941856,280.0896549,35344.65805,13.04380611,180.2067464
276,7.082300649,169.4689273,29846.71906,5.443386888,350.401849
277,5.33418358,224.7879362,28897.49153,6.048524614,7.080794504
278,10.7618978,81.71089527,25999.95367,8.477393872,318.4272408
279,6.286806948,258.3000516,13777.37619,7.483257698,328.6806496
280,9.794558699,129.8709584,20682.73174,9.390842593,291.9800835
281,8.210443565,167.1021915,13933.08536,10.42284178,243.4859418
282,6.941719438,173.3343894,20111.82126,6.697194091,7.080794504
283,10.35611883,136.3237517,48621.56395,9.158703903,327.922751
284,7.958984292,171.4836247,23625.81389,9.537735147,259.9799662
285,3.882631081,243.8079497,7751.809491,0.530351295,7.080794504
286,5.671773833,216.0428111,15949.15318,7.500573233,7.080794504
287,10.00330054,143.0942854,46113.95749,12.91218664,7.080794504
288,6.552847474,198.8069397,34006.42073,8.691206175,274.9043512
289,7.628552723,156.7936942,26244.03691,8.337610434,255.0431936
290,4.79084054,268.7208812,17862.369,4.554573627,377.2411613
291,7.710959939,181.9381256,6552.626314,5.389248621,390.596392
292,8.291299006,211.2170343,20008.13496,8.767875035,275.7673211
293,6.193170101,225.6834218,12883.7265,4.739360117,7.080794504
294,9.032660579,121.4414415,15618.17025,6.157490739,372.9274557
295,6.139493741,236.6740259,8081.466471,6.250808074,7.080794504
296,7.12942473,178.3723523,25840.57889,7.487823264,312.9827267
297,7.080794504,191.2852176,21948.32536,5.62678729,355.4887658
298,5.418503763,187.7768087,35902.71568,4.357087861,7.080794504
299,8.075494508,195.8049958,29483.60185,10.49384092,298.7372193
300,7.080794504,225.287704,22511.69262,7.05757788,377.1289704
301,10.04967372,132.8328367,11557.03204,8.550572663,323.508072
302,5.667650647,229.9283665,16953.89874,8.774306102,293.5742499
303,7.080794504,181.6891637,27776.18026,7.589868762,298.2267188
304,8.923980608,135.9384675,27919.77067,12.36328483,7.080794504
305,6.428866313,225.6130938,15596.47333,6.153472447,7.080794504
306,6.960603502,201.7154525,11348.676,4.297889825,7.080794504
307,5.873675846,203.3299282,19216.68309,9.212778722,7.080794504
308,6.79546901,187.7830201,15300.83867,7.486598424,316.9569345
309,10.04102797,113.8311122,16266.43445,7.939074358,363.8668902
310,7.080794504,273.2556208,44506.44156,8.412688131,233.792588
311,7.296037734,235.7351929,36043.70664,5.19621276,377.1906657
312,7.080794504,161.8264761,29299.12335,7.028796694,350.4309403
313,5.862641233,185.0652199,44069.27216,4.382721317,412.6901114
314,7.292141805,174.480427,33991.65157,9.511792392,259.1649652
315,8.062805643,200.493112,11567.88784,9.889949955,7.080794504
316,7.82197094,157.1815455,23318.18798,9.08403988,324.8516587
317,11.301794,77.4595861,39227.61946,8.517986143,337.5012466
318,6.593764313,233.5141325,25589.61059,9.785695834,7.080794504
319,9.161088613,119.8419046,26618.05964,6.105573329,343.289234
320,7.080794504,144.815264,14507.01781,5.819091707,353.6072754
321,4.642953052,307.7060241,16115.92986,7.707342333,7.080794504
322,7.798453676,188.3949423,32704.56929,11.07887248,258.1911841
323,5.564342491,256.20883,11245.73577,7.212253931,329.3383664
324,7.886591227,213.0525907,38852.02964,11.17078862,281.7007768
325,7.443189014,193.1247989,13551.95334,4.313264846,7.080794504
326,3.657123133,275.7671418,23736.81626,9.100772079,7.080794504
327,9.597191857,167.088976,21153.32283,7.944469309,346.0750158
328,6.964225943,212.7644944,29957.19122,7.675187646,321.2508981
329,7.672909523,152.8783051,22989.35118,6.231913253,343.4390173
330,6.737004072,220.1001024,24694.74421,8.373659876,7.080794504
331,7.080794504,163.2244663,18570.28534,8.109345861,296.1902616
332,5.382489039,240.0182139,18189.39498,5.551990468,397.700065
333,7.022952113,264.5256065,15978.35525,10.95620546,262.0645514
334,7.080794504,250.7053939,27355.93431,6.482037974,377.3580484
335,10.02622381,94.09130748,25510.0973,6.614114031,385.4026595
336,5.583832998,261.2338253,35278.68174,6.59461679,7.080794504
337,7.952929116,221.3698538,18621.42492,6.879418388,7.080794504
338,5.500186641,254.672705,21082.85204,8.369354098,347.8165145
339,7.543700466,161.6231416,19116.01208,8.493406749,289.9599529
340,6.848331559,159.1880501,12837.50606,5.164448055,373.9917105
341,7.080794504,181.2105099,30280.78859,10.38254659,256.6300682
342,5.910251729,282.739017,15244.84639,6.636550649,363.3846827
343,8.716820334,153.9800345,11734.44886,7.123611323,7.080794504
344,6.016889136,221.1473078,16656.06267,5.201687758,7.080794504
345,9.567822726,173.1114983,38787.46271,5.149999932,444.970552
346,4.296247024,278.1475241,19672.48721,4.955218159,414.6367262
347,3.551579177,323.124,38969.38899,8.925515312,7.080794504
348,8.529669348,157.7004811,18203.73003,8.926826327,309.5419774
349,8.065339036,174.1205843,21366.2836,7.490944014,315.1804054
350,9.158445163,186.672973,15797.0304,8.151080662,333.8122638
351,8.848586283,188.9199829,32033.33202,13.127,182.3973702
352,9.495456382,185.8785944,18088.35485,7.527375309,388.7686566
353,8.052893916,198.9944743,9025.07936,7.217787958,338.3969097
354,2.798549099,311.3839565,26931.24348,7.116897433,7.080794504
355,6.425873866,188.9802815,11965.39651,7.571122584,365.4536552
356,7.757269666,213.0484451,25259.78055,7.635152992,363.6848143
357,7.748654706,239.7882778,29331.23663,10.71309662,217.0006071
358,5.117390303,225.6574044,30914.11158,6.207729478,371.6493915
359,7.481535362,218.2611698,12088.41645,4.870660378,407.2965498
360,5.374222585,201.3314401,19410.23376,3.239580331,384.5628382
361,7.063646976,140.6128657,17941.81126,6.2753046,376.0461562
362,6.876451043,190.8445136,21979.03167,5.630557592,363.8317057
363,4.812433652,250.1839535,11465.57564,4.362641198,398.1619036
364,4.993530734,242.6205031,13900.77927,6.467744129,7.080794504
365,4.788861062,234.8937026,28174.62052,10.85003648,187.4241309
366,4.037287739,291.4618974,52318.9173,7.779459314,7.080794504
367,6.505872509,240.2879117,29534.69029,6.775277154,341.7282393
368,6.779773967,153.8863093,24415.07056,7.322671669,7.080794504
369,6.952511674,211.6972974,33737.28852,6.300870702,7.080794504
370,5.628406919,226.8300426,28334.49194,8.012496989,293.9242728
371,5.966000489,194.796221,17350.05853,4.466577191,404.6099821
372,6.319431545,180.9656209,36278.71831,9.960552065,275.5917457
373,8.02724787,193.3524164,7714.746969,6.087237735,7.080794504
374,8.882684452,135.5230624,4857.253807,5.209778933,7.080794504
375,5.991283475,224.6085628,29983.11601,7.383818681,329.7315466
376,10.27244427,163.6246234,18894.85239,10.06820537,269.6466556
377,7.080794504,131.5477443,21626.49759,7.207846354,7.080794504
378,6.105140135,249.141391,45249.44903,7.369360303,338.7713073
379,9.443358884,73.49223369,20438.22469,8.024953111,315.8056588
380,6.887414371,223.603058,29189.13672,10.51446604,253.8305522
381,6.512900833,169.2174798,25151.41157,4.613310783,375.612318
382,5.772718095,213.3635446,26124.93141,8.630718965,273.2794477
383,4.912557262,308.2538329,44063.09842,7.927976945,280.9336643
384,9.739561949,166.948864,13623.16006,7.235921759,385.0591343
385,5.541979019,185.6718736,20143.06526,10.23617597,209.4710584
386,7.080794504,193.5034148,42268.3343,9.005942788,258.3926829
387,7.080794504,143.3002003,16263.16747,6.229736564,7.080794504
388,6.448931033,240.244771,13979.16572,9.077984756,314.5904772
389,5.477912295,211.3988439,27361.65907,5.810456913,340.6238055
390,8.544708662,181.4134021,31429.37903,7.55502971,350.3970819
391,7.378597016,175.9824471,9460.322635,5.941011848,7.080794504
392,6.66400305,199.5887185,15902.94528,5.257789016,346.5845565
393,6.775582812,218.4149289,17968.88278,8.254114831,7.080794504
394,8.736371211,194.6776872,24283.65879,8.855544474,329.004205
395,7.146976296,196.5626846,16911.20377,6.89050548,320.1008753
396,7.080794504,242.9094363,9654.733681,6.253980392,359.6658352
397,5.040331692,232.2344791,25653.69023,5.929307622,328.3295797
398,7.080794504,281.5821623,21707.49226,5.037261234,348.2397195
399,7.745499128,168.3556238,14336.62752,5.264310045,7.080794504
400,6.259651603,208.3794303,37356.7464,8.565487273,256.4738386
401,8.59639118,189.5231608,14518.9745,5.124129422,422.990413
402,5.767349597,272.4721781,15417.93283,7.728859875,315.4049171
403,7.088940642,206.3641219,13839.71343,8.08824197,321.2961415
404,8.029181613,158.0403984,19663.46943,8.433448388,283.2704951
405,7.080794504,286.2017633,46931.88429,7.44002394,262.526456
406,4.725785565,249.6709994,20834.29428,5.036010053,378.9986845
407,8.19576536,214.5176104,10389.54254,6.295405022,327.1938979
408,6.443753668,196.6159916,25740.41259,2.484379977,435.6727646
409,7.039094321,179.6452245,28827.36019,4.945555199,389.8892709
410,7.080794504,185.7557279,27345.17429,8.932763593,7.080794504
411,7.080794504,185.8467967,14971.94903,6.666342875,346.4861887
412,6.945224092,220.9600411,36438.31088,5.551660447,337.9638906
413,5.742110407,188.216604,26831.61041,6.202721182,318.3766764
414,5.59662785,177.2137917,17925.35212,8.43547011,303.7341659
415,7.350378987,193.6333668,26736.08557,10.41658888,309.4168828
416,6.262798867,206.8897483,31414.52581,4.528076191,349.7346616
417,9.927023723,208.4907383,19666.99279,8.00861831,340.2378243
418,5.381407519,175.5743066,15371.99994,7.457245264,312.354938
419,4.961352728,166.2599616,22229.23009,9.922077893,295.1318312
420,6.457097525,192.2649447,18340.04681,8.832137592,335.9701137
421,6.53936951,214.6386028,21230.43141,6.485594271,336.9748613
422,6.252410005,225.7841009,23920.25478,7.018164992,303.7916881
423,7.967344823,180.5317069,19384.03743,9.868237892,325.4968479
424,7.080794504,212.73169,37030.70812,5.040319511,351.0644584
425,7.60952119,223.2883936,40879.78957,7.030699301,310.6324499
426,6.887863944,173.3250224,19947.92418,7.488703143,334.0980227
427,9.879071258,208.9056452,14673.67067,6.240247621,366.8176388
428,7.63876177,178.2716356,18308.50267,6.548097821,362.3328717
429,6.961891686,223.595839,31101.68428,3.692065358,343.8272757
430,8.060609624,208.0427107,15489.32566,5.620298799,361.9704241
431,7.240271791,213.4231392,23432.96269,5.927868127,328.359206
432,7.486779709,199.6777845,25396.01178,4.960558358,342.4535457
433,8.410460643,234.8765244,27554.34526,5.681716197,362.4895603
434,6.143921454,175.274076,29072.16965,12.0625362,287.6981571
435,6.09617989,174.8716293,16314.23338,8.063020679,7.080794504
436,6.384824009,243.6880749,39960.29895,6.697657121,297.1855495
437,9.462666017,225.399307,12224.6246,2.981378966,387.0987201
